id;x;y;z;type;burnt;;;;;;;;;;
D-10-1 X1;0,69;-0,06;-0,13;e;;;;;;;;;;;
D-10-1 X10;0,88;-0,48;-0,07;f ll dist;;;;;;;;;;;
D-10-1 X11;0,88;-0,25;-0,1;f ee;Y;;;;;;;;;;
D-10-1 X12;0,73;-0,25;-0,1;f ee;;;;;;;;;;;
D-10-1 X13;0,99;-0,5;-0,08;ee;;;;;;;;;;;
D-10-1 X14;0,78;-0,88;-0,07;f ll;;;;;;;;;;;
D-10-1 X15;0,85;-0,38;-0,1;e;;;;;;;;;;;
D-10-1 X16;0,48;-0,38;-0,11;ee;;;;;;;;;;;
D-10-1 X17;0,66;-0,7;-0,09;;;;;;;;;;;;
D-10-1 X18;0,09;-0,69;-0,09;Crested flake;;;;;;;;;;;
D-10-1 X19;0,93;-0,78;-0,07;f ll prox;;;;;;;;;;;
D-10-1 X2;0,73;-0,12;-0,12;f ll dist;;;;;;;;;;;
D-10-1 X20;0,87;-0,86;-0,12;f;Y;;;;;;;;;;
D-10-1 X21;0,58;-0,36;-0,09;f ll prox;;;;;;;;;;;
D-10-1 X22;0,58;-0,36;-0,09;f ee;;;;;;;;;;;
D-10-1 X23;0,58;-0,36;-0,09;B6;;;;;;;;;;;
D-10-1 X24;0,58;-0,87;-0,065;Flat core;;;;;;;;;;;
D-10-1 X25;0,44;-0,86;-0,065;f;Y;;;;;;;;;;
D-10-1 X26;0,41;-0,78;-0,06;ee;;;;;;;;;;;
D-10-1 X27;0,6;-0,6;-0,08;ll;;;;;;;;;;;
D-10-1 X29;0,3;-0,97;-0,07;;;;;;;;;;;;
D-10-1 X3;0,74;-0,13;-0,14;Polyhedric core;;;;;;;;;;;
D-10-1 X30;0,8;-0,61;-0,08;f ll prox;;;;;;;;;;;
D-10-1 X31;0,41;-0,73;-0,075;f ll dist;;;;;;;;;;;
D-10-1 X32;0,57;-0,7;-0,08;f;Y;;;;;;;;;;
D-10-1 X33;0,92;-0,83;-0,075;eee;;;;;;;;;;;
D-10-1 X34;0,76;-0,77;-0,07;f;Y;;;;;;;;;;
D-10-1 X35;0,75;-0,76;-0,07;f ll mes;;;;;;;;;;;
D-10-1 X36;0,7;-0,62;-0,08;;;;;;;;;;;;
D-10-1 X37;0,61;-0,25;-0,1;f pebble;Y;;;;;;;;;;
D-10-1 X38;0,1;-0,13;-0,12;f ll dist;;;;;;;;;;;
D-10-1 X39;0,19;-0,3;-0,11;f ee;;;;;;;;;;;
D-10-1 X4;0,72;-0,02;-0,13;f ee;Y;;;;;;;;;;
D-10-1 X40;0,46;-0,42;-0,09;f;Y;;;;;;;;;;
D-10-1 X5;0,68;-0,19;-0,12;Subconical core;Y;;;;;;;;;;
D-10-1 X6;0,72;-0,07;-0,14;e;Y;;;;;;;;;;
D-10-1 X7;0,55;-0,15;-0,13;Exhausted flat core;;;;;;;;;;;
D-10-1 X8;0,88;-0,13;-0,12;Chunk;;;;;;;;;;;
D-10-1 X9;0,95;-0,15;-0,1;ee;;;;;;;;;;;
D-10-10 X1;0,19;-0,56;-0,15;f;Y;;;;;;;;;;
D-10-10 X10;0,09;-0,55;-0,16;f;Y;;;;;;;;;;
D-10-10 X11;0,14;-0,56;-0,16;Prismatic ll Core;;;;;;;;;;;
D-10-10 X12;0,16;-0,5;-0,16;ee;;;;;;;;;;;
D-10-10 X2;0,29;-0,28;-0,16;ee;;;;;;;;;;;
D-10-10 X3;0,53;-0,21;-0,16;l;;;;;;;;;;;
D-10-10 X4;0,58;-0,19;-0,16;f;Y;;;;;;;;;;
D-10-10 X5;0,7;-0,1;-0,15;Chunk;Y;;;;;;;;;;
D-10-10 X6;0,62;-0,07;-0,15;f;Y;;;;;;;;;;
D-10-10 X7;0,55;-0,17;0,16;Chunk;;;;;;;;;;;
D-10-10 X8;0,51;-0,17;-0,16;f ll prox;;;;;;;;;;;
D-10-10 X9;0,75;-0,08;-0,15;Chunk;;;;;;;;;;;
D-10-11 X1;0,95;-0,21;-0,18;f ll dist;;;;;;;;;;;
D-10-11 X10;0,12;-0,57;-0,19;f ;Y;;;;;;;;;;
D-10-11 X11;0,07;-0,66;-0,19;f;Y;;;;;;;;;;
D-10-11 X12;0,05;-0,73;-0,19;f;;;;;;;;;;;
D-10-11 X13;;0;;f;Y;;;;;;;;;;
D-10-11 X2;0,99;-0,24;-0,18;f Pebble;;;;;;;;;;;
D-10-11 X3;0,96;-0,05;-0,17;Chunk;;;;;;;;;;;
D-10-11 X4;0,72;-0,05;-0,17;ll;;;;;;;;;;;
D-10-11 X5;0,55;-0,18;-0,19;Subconical core;;;;;;;;;;;
D-10-11 X6;0,5;-0,23;-0,18;f ;Y;;;;;;;;;;
D-10-11 X7;0,46;-0,32;-0,19;f;Y;;;;;;;;;;
D-10-11 X8;0,43;-0,38;-0,19;f;;;;;;;;;;;
D-10-11 X9;0,28;-0,49;-0,19;ee;;;;;;;;;;;
D-10-12 X1;0,92;-0,16;-0,2;f;;;;;;;;;;;
D-10-12 X10;0,65;-0,11;-0,2;f l prox;;;;;;;;;;;
D-10-12 X11;0,64;-0,1;-0,22;e;;;;;;;;;;;
D-10-12 X12;0,61;-0,05;-0,21;e;;;;;;;;;;;
D-10-12 X13;0,02;-0,89;-0,21;f;;;;;;;;;;;
D-10-12 X14;0,03;-0,78;-0,21;f;;;;;;;;;;;
D-10-12 X15;0,11;-0,62;-0,22;f;Y;;;;;;;;;;
D-10-12 X16;0,12;-0,6;-0,22;f G3;Y;;;;;;;;;;
D-10-12 X17;0,3;-0,3;-0,22;ee;;;;;;;;;;;
D-10-12 X2;0,95;-0,17;-0,21;Chunk;Y;;;;;;;;;;
D-10-12 X3;0,91;-0,19;-0,22;Crested blade ;;;;;;;;;;;
D-10-12 X4;0,13;-0,56;-0,22;e;;;;;;;;;;;
D-10-12 X5;0,16;-0,52;-0,22;f;Y;;;;;;;;;;
D-10-12 X6;0,27;-0,45;-0,23;f;;;;;;;;;;;
D-10-12 X7;0,25;-0,36;-0,23;Chunk;;;;;;;;;;;
D-10-12 X8;0,29;-0,34;-0,23;f;;;;;;;;;;;
D-10-12 X9;0,75;-0,01;-0,19;ll;;;;;;;;;;;
D-10-13 X1;0,12;-0,6;-0,29;ee;;;;;;;;;;;
D-10-13 X10;0,24;-0,46;-0,33;e;;;;;;;;;;;
D-10-13 X11;0,21;-0,5;-0,33;f G1 prox;Y;;;;;;;;;;
D-10-13 X12;0,18;-0,51;-0,33;f;;;;;;;;;;;
D-10-13 X13;0,03;-0,7;-0,3;f;Y;;;;;;;;;;
D-10-13 X14;0,59;-0,06;-0,32;ee;;;;;;;;;;;
D-10-13 X15;0,61;-0,03;-0,34;Chunk;;;;;;;;;;;
D-10-13 X16;0,65;-0,06;-0,3;f ll mes;;;;;;;;;;;
D-10-13 X17;0,67;-0,04;-0,3;ee;;;;;;;;;;;
D-10-13 X18;0,73;-0,01;-0,28;ee;;;;;;;;;;;
D-10-13 X19;;0;;Gm lunate;Y;;;;;;;;;;
D-10-13 X2;0,23;-0,48;-0,3;ee;;;;;;;;;;;
D-10-13 X3;0,27;-0,38;-0,27;Chunk;Y;;;;;;;;;;
D-10-13 X4;0,94;-0,14;-0,26;Chunk;;;;;;;;;;;
D-10-13 X5;0,94;-0,14;-0,28;e;;;;;;;;;;;
D-10-13 X6;0,94;-0,14;-0,3;Crested blade;;;;;;;;;;;
D-10-13 X7;0,65;-0,1;-0,27;el;;;;;;;;;;;
D-10-13 X8;0,7;-0,03;-0,26;Gm lunate;;;;;;;;;;;
D-10-13 X9;0,4;-0,26;-0,34;ee;;;;;;;;;;;
D-10-2 X1;0,24;-0,04;-0,14;Crested blade;;;;;;;;;;;
D-10-2 X10;0,29;-0,39;-0,12;Prismatic core;;;;;;;;;;;
D-10-2 X11;0,39;-0,24;-0,12;f ll dist;;;;;;;;;;;
D-10-2 X12;0,44;-0,24;-0,12;eee;;;;;;;;;;;
D-10-2 X13;0,45;-0,19;-0,12;f ;;;;;;;;;;;
D-10-2 X14;0,51;-0,17;-0,12;f ee;;;;;;;;;;;
D-10-2 X15;0,53;-0,16;-0,12;f ee;;;;;;;;;;;
D-10-2 X16;0,15;-0,07;-0,14;f;Y;;;;;;;;;;
D-10-2 X17;0,7;-0,03;-0,14;f ll mes;;;;;;;;;;;
D-10-2 X18;0,7;-0,03;-0,14;f eee;;;;;;;;;;;
D-10-2 X19;0,73;-0,03;-0,14;ll;;;;;;;;;;;
D-10-2 X2;0,27;-0,19;-0,12;f;;;;;;;;;;;
D-10-2 X20;0,88;-0,08;-0,14;f ll mes;;;;;;;;;;;
D-10-2 X21;0,67;-0,15;-0,13;3 f ee;;;;;;;;;;;
D-10-2 X22;0,67;-0,15;-0,13;f ;;;;;;;;;;;
D-10-2 X23;0,68;-0,11;-0,13;f ee;;;;;;;;;;;
D-10-2 X24;0,72;-0,14;-0,13;ee;;;;;;;;;;;
D-10-2 X25;0,65;-0,3;-0,11;ee;;;;;;;;;;;
D-10-2 X26;0,73;-0,44;-0,1;2 f eee;;;;;;;;;;;
D-10-2 X27;0,6;-0,42;-0,1;1 f ee;;;;;;;;;;;
D-10-2 X28;0,6;-0,42;-0,1;1 f ee;;;;;;;;;;;
D-10-2 X29;0,62;-0,36;-0,11;ee;;;;;;;;;;;
D-10-2 X3;0,01;-0,11;-0,13;eee;;;;;;;;;;;
D-10-2 X30;0,44;-0,38;-0,12;f;Y;;;;;;;;;;
D-10-2 X31;0,49;-0,32;-0,12;f;Y;;;;;;;;;;
D-10-2 X32;0,52;-0,52;-0,1;f ;;;;;;;;;;;
D-10-2 X33;0,9;-0,17;-0,11;ee;Y;;;;;;;;;;
D-10-2 X34;0,96;-0,2;-0,1;f ll mes;;;;;;;;;;;
D-10-2 X35;0,99;-0,18;-0,11;f ee;;;;;;;;;;;
D-10-2 X36;0,86;-0,28;-0,1;ee;;;;;;;;;;;
D-10-2 X37;0,93;-0,3;-0,1;f;;;;;;;;;;;
D-10-2 X38;0,85;-0,38;-0,09;f;;;;;;;;;;;
D-10-2 X39;0,85;-0,45;-0,09;eee;Y;;;;;;;;;;
D-10-2 X4;0,04;-0,29;-0,12;eee;;;;;;;;;;;
D-10-2 X40;1;-0,54;-0,09;f;Y;;;;;;;;;;
D-10-2 X41;0,73;-0,98;-0,07;eee;;;;;;;;;;;
D-10-2 X42;0,67;-0,9;-0,07;f;;;;;;;;;;;
D-10-2 X43;0,66;-0,85;-0,08;f;;;;;;;;;;;
D-10-2 X44;0,63;-0,81;-0,08;f;Y;;;;;;;;;;
D-10-2 X45;0,66;-0,74;-0,07;eell;;;;;;;;;;;
D-10-2 X46;0,76;-0,12;-0,11;eee;;;;;;;;;;;
D-10-2 X47;0,96;-0,96;-0,08;f;;;;;;;;;;;
D-10-2 X48;0,97;-0,84;-0,08;f ll prox;;;;;;;;;;;
D-10-2 X49;0,9;-0,81;-0,08;f;Y;;;;;;;;;;
D-10-2 X5;0;-0,36;-0,12;eee;;;;;;;;;;;
D-10-2 X50;0,9;-0,81;-0,08;eee;;;;;;;;;;;
D-10-2 X51;0,9;-0,81;-0,08;f ee;;;;;;;;;;;
D-10-2 X52;0,81;-0,78;-0,08;f ee;;;;;;;;;;;
D-10-2 X53;0,9;-0,76;-0,08;f ee;;;;;;;;;;;
D-10-2 X54;0,76;-0,71;-0,09;f;;;;;;;;;;;
D-10-2 X55;0,93;-0,71;-0,09;f;;;;;;;;;;;
D-10-2 X56;0,75;-0,69;-0,09;f;Y;;;;;;;;;;
D-10-2 X57;0,84;-0,64;-0,09;f ll prox;;;;;;;;;;;
D-10-2 X58;0,83;-0,6;-0,09;ee;;;;;;;;;;;
D-10-2 X59;0,9;-0,58;-0,09;f;;;;;;;;;;;
D-10-2 X6;0,02;-0,49;-0,11;eee;;;;;;;;;;;
D-10-2 X60;0,93;-0,58;-0,09;f;Y;;;;;;;;;;
D-10-2 X61;0,46;-0,39;-0,1;eee;;;;;;;;;;;
D-10-2 X62;0,13;-0,58;-0,1;ee;;;;;;;;;;;
D-10-2 X63;0,33;-0,64;-0,09;ee;;;;;;;;;;;
D-10-2 X64;0,61;-0,55;-0,08;f;Y;;;;;;;;;;
D-10-2 X65;0,6;-0,55;-0,08;eee;;;;;;;;;;;
D-10-2 X66;0,54;-0,66;-0,08;f ee;;;;;;;;;;;
D-10-2 X67;0,47;-0,74;-0,08;Prismatic core;;;;;;;;;;;
D-10-2 X68;0,49;-0,73;-0,08;f;;;;;;;;;;;
D-10-2 X69;0,55;-0,77;-0,08;f;;;;;;;;;;;
D-10-2 X7;0,08;-0,55;-0,11;Crested blade;;;;;;;;;;;
D-10-2 X70;0,25;-0,76;-0,09;f;;;;;;;;;;;
D-10-2 X71;0,39;-0,78;-0,08;f;;;;;;;;;;;
D-10-2 X72;0,57;-0,79;-0,08;f;;;;;;;;;;;
D-10-2 X73;0,31;-0,81;-0,09;f;Y;;;;;;;;;;
D-10-2 X74;0,19;-0,85;-0,09;eee;;;;;;;;;;;
D-10-2 X75;0,39;-0,9;-0,08;f;Y;;;;;;;;;;
D-10-2 X76;0,32;-0,93;-0,08;f;;;;;;;;;;;
D-10-2 X77;0,31;-0,97;-0,08;ee;;;;;;;;;;;
D-10-2 X8;0,19;-0,33;-0,12;eee;;;;;;;;;;;
D-10-2 X9;0,29;-0,39;-0,12;Crested blade;;;;;;;;;;;
D-10-3 X1;0,98;-0,11;-0,4;f ll mes;Y;;;;;;;;;;
D-10-3 X10;0,76;-0,26;-0,12;f ee;;;;;;;;;;;
D-10-3 X11;0,74;-0,2;-0,13;eee;;;;;;;;;;;
D-10-3 X12;0,68;-0,18;-0,13;f;;;;;;;;;;;
D-10-3 X13;0,55;-0,18;-0,13;f ll prox;;;;;;;;;;;
D-10-3 X14;0,67;-0,27;-0,12;eee;;;;;;;;;;;
D-10-3 X15;0,47;-0,23;-0,12;f ;;;;;;;;;;;
D-10-3 X16;0,98;-0,4;-0,1;f;;;;;;;;;;;
D-10-3 X17;0,04;-0,2;-0,14;f ;Y;;;;;;;;;;
D-10-3 X18;0,15;-0,18;-0,14;f;;;;;;;;;;;
D-10-3 X19;0,16;-0,27;-0,14;f;;;;;;;;;;;
D-10-3 X2;0,94;-0,03;-0,14;ee;;;;;;;;;;;
D-10-3 X21;0,13;-0,36;-0,13;eee;;;;;;;;;;;
D-10-3 X22;0,05;-0,43;-0,12;f eee;;;;;;;;;;;
D-10-3 X23;0,21;-0,35;-0,13;f;;;;;;;;;;;
D-10-3 X24;0,22;-0,41;-0,13;ee;;;;;;;;;;;
D-10-3 X25;0,27;-0,37;-0,12;f ;;;;;;;;;;;
D-10-3 X26;0,33;-0,41;-0,12;f;Y;;;;;;;;;;
D-10-3 X27;0,38;-0,29;-0,14;f ll prox;;;;;;;;;;;
D-10-3 X29;0,46;-0,34;-0,14;f;;;;;;;;;;;
D-10-3 X3;0,92;-0,07;-0,14;f ;Y;;;;;;;;;;
D-10-3 X30;0,49;-0,38;-0,12;f;;;;;;;;;;;
D-10-3 X31;0,58;-0,39;-0,12;ee;;;;;;;;;;;
D-10-3 X32;0,61;-0,39;-0,12;f;Y;;;;;;;;;;
D-10-3 X33;0,31;-0,45;-0,12;lll;Y;;;;;;;;;;
D-10-3 X34;0,4;-0,44;-0,12;f;Y;;;;;;;;;;
D-10-3 X35;0,54;-0,5;-0,1;f;;;;;;;;;;;
D-10-3 X36;0,61;-0,49;-0,1;f ee;;;;;;;;;;;
D-10-3 X37;0,79;-0,47;-0,1;f ll dist;Y;;;;;;;;;;
D-10-3 X38;0,81;-0,52;-0,1;f;Y;;;;;;;;;;
D-10-3 X39;0,45;-0,6;-0,1;f;Y;;;;;;;;;;
D-10-3 X4;0,92;-0,12;-0,14;f;Y;;;;;;;;;;
D-10-3 X40;0,57;-0,61;-0,1;lll;Y;;;;;;;;;;
D-10-3 X41;0,68;-0,61;-0,1;2 f;;;;;;;;;;;
D-10-3 X42;0,6;-0,74;-0,09;f;Y;;;;;;;;;;
D-10-3 X43;0,6;-0,7;-0,09;eee;;;;;;;;;;;
D-10-3 X44;0,74;-0,7;-0,09;f lll dist;;;;;;;;;;;
D-10-3 X45;0,92;-0,74;-0,09;f;Y;;;;;;;;;;
D-10-3 X46;0,98;-0,75;-0,09;f;;;;;;;;;;;
D-10-3 X47;0,1;-0,72;-0,09;f;;;;;;;;;;;
D-10-3 X48;0,03;-0,79;-0,09;eee;;;;;;;;;;;
D-10-3 X49;0,2;-0,76;-0,08;f;;;;;;;;;;;
D-10-3 X5;0,8;-0,1;-0,14;f;;;;;;;;;;;
D-10-3 X50;0,26;-0,84;-0,08;f ll dist;;;;;;;;;;;
D-10-3 X51;0,3;-0,84;-0,08;f;;;;;;;;;;;
D-10-3 X52;0,37;-0,85;-0,08;eee;;;;;;;;;;;
D-10-3 X53;0,14;-0,98;-0,08;f ;Y;;;;;;;;;;
D-10-3 X54;0,37;-0,88;-0,08;f ee mes;;;;;;;;;;;
D-10-3 X55;0,42;-0,9;-0,08;f ;;;;;;;;;;;
D-10-3 X56;0,32;-0,99;-0,07;f;Y;;;;;;;;;;
D-10-3 X57;0,53;-0,89;-0,08;f;;;;;;;;;;;
D-10-3 X58;0,58;-0,86;-0,08;ll;;;;;;;;;;;
D-10-3 X59;0,54;-0,93;-0,07;f ;;;;;;;;;;;
D-10-3 X6;0,81;-0,16;-0,13;f;Y;;;;;;;;;;
D-10-3 X60;0,73;-0,96;-0,07;f;;;;;;;;;;;
D-10-3 X61;0,58;-0,77;-0,09;f;Y;;;;;;;;;;
D-10-3 X62;0,57;-0,8;-0,09;f;Y;;;;;;;;;;
D-10-3 X63;0,6;-0,79;-0,09;f;;;;;;;;;;;
D-10-3 X64;0,61;-0,79;-0,09;f;;;;;;;;;;;
D-10-3 X65;0,71;-0,77;-0,09;ll;;;;;;;;;;;
D-10-3 X66;0,88;-0,76;-0,09;f;;;;;;;;;;;
D-10-3 X67;0,63;-0,86;-0,08;f;Y;;;;;;;;;;
D-10-3 X68;0,84;-0,82;-0,08;Chunk;;;;;;;;;;;
D-10-3 X69;0,75;-0,87;-0,08;f;;;;;;;;;;;
D-10-3 X7;0,91;-0,18;-0,13;Polyhedric core;;;;;;;;;;;
D-10-3 X70;0,83;-0,9;-0,08;Chunk;;;;;;;;;;;
D-10-3 X71;0,7;-0,91;-0,08;ee;;;;;;;;;;;
D-10-3 X72;0,78;-0,74;-0,09;e;;;;;;;;;;;
D-10-3 X8;0,91;-0,22;-0,12;f Crested blade;;;;;;;;;;;
D-10-3 X9;0,81;-0,27;-0,12;ee;;;;;;;;;;;
D-10-4 X01;0,68;-0,004;-0,14;ll;;;;;;;;;;;
D-10-4 X02;0,68;-0,08;-0,14;Chunk;;;;;;;;;;;
D-10-4 X03;0,53;-0,15;-0,14;f;;;;;;;;;;;
D-10-4 X04;0,62;-0,14;-0,14;ee;;;;;;;;;;;
D-10-4 X05;0,65;-0,19;-0,14;Crested blade;;;;;;;;;;;
D-10-4 X06;0,79;-0,12;-0,14;f Gm Lunate;Y;;;;;;;;;;
D-10-4 X07;0,8;-0,1;-0,14;eee;;;;;;;;;;;
D-10-4 X08;0,92;-0,05;-0,14;f;Y;;;;;;;;;;
D-10-4 X09;0,97;-0,08;-0,14;ee;;;;;;;;;;;
D-10-4 X10;0,9;-0,11;-0,14;f Chunk;Y;;;;;;;;;;
D-10-4 X100;0,43;-0,85;-0,1;f;Y;;;;;;;;;;
D-10-4 X101;0,89;-0,85;-0,1;G1;Y;;;;;;;;;;
D-10-4 X102;0,64;-0,87;-0,1;f;Y;;;;;;;;;;
D-10-4 X103;0,66;-0,86;-0,1;Core;;;;;;;;;;;
D-10-4 X104;0,78;-0,88;-0,1;f ;Y;;;;;;;;;;
D-10-4 X105;0,86;-0,9;-0,1;f;Y;;;;;;;;;;
D-10-4 X106;0,76;-0,88;-0,1;Shatter;;;;;;;;;;;
D-10-4 X107;0,59;-0,88;-0,1;eee;;;;;;;;;;;
D-10-4 X108;0,88;-0,91;-0,1;f;Y;;;;;;;;;;
D-10-4 X109;1;-0,93;-0,1;f;;;;;;;;;;;
D-10-4 X11;0,96;-0,13;-0,14;f;;;;;;;;;;;
D-10-4 X110;0,93;-0,93;-0,1;f;Y;;;;;;;;;;
D-10-4 X111;0,92;-0,99;-0,1;f;Y;;;;;;;;;;
D-10-4 X112;0,88;-0,91;-0,1;Core;Y;;;;;;;;;;
D-10-4 X113;0,85;-0,96;-0,1;f ;;;;;;;;;;;
D-10-4 X114;0,82;-0,97;-0,1;f;Y;;;;;;;;;;
D-10-4 X115;0,79;-0,95;-0,1;f ll mes;Y;;;;;;;;;;
D-10-4 X116;0,73;-0,98;-0,1;eee;;;;;;;;;;;
D-10-4 X117;0,65;-0,96;-0,1;f;Y;;;;;;;;;;
D-10-4 X118;0,46;-0,93;-0,1;f;;;;;;;;;;;
D-10-4 X119;0,32;-0,9;-0,1;f lll mes;;;;;;;;;;;
D-10-4 X12;0,84;-0,17;-0,13;f;Y;;;;;;;;;;
D-10-4 X120;0,28;-0,9;-0,1;f;Y;;;;;;;;;;
D-10-4 X121;0,2;-0,98;-0,1;f;Y;;;;;;;;;;
D-10-4 X122;0,11;-0,98;-0,1;ee;;;;;;;;;;;
D-10-4 X123;0,97;-0,98;-0,1;f;;;;;;;;;;;
D-10-4 X124;0,03;-0,8;-0,1;f;;;;;;;;;;;
D-10-4 X125;0,1;-0,81;-0,1;f;Y;;;;;;;;;;
D-10-4 X13;0,89;-0,19;-0,13;f;;;;;;;;;;;
D-10-4 X14;0,89;-0,19;-0,13;f;;;;;;;;;;;
D-10-4 X15;0,75;-0,19;-0,13;f ll mes;;;;;;;;;;;
D-10-4 X16;0,55;-0,24;-0,13;ee;;;;;;;;;;;
D-10-4 X17;0,68;-0,24;-0,13;f;Y;;;;;;;;;;
D-10-4 X18;0,65;-0,31;-0,13;eee;;;;;;;;;;;
D-10-4 X19;0,57;-0,26;-0,13;ee;;;;;;;;;;;
D-10-4 X20;0,79;-0,25;0,13;f;;;;;;;;;;;
D-10-4 X21;0,9;-0,27;-0,13;f;;;;;;;;;;;
D-10-4 X22;0,9;-0,27;-0,13;f l dist;Y;;;;;;;;;;
D-10-4 X23;0,83;-0,27;-0,13;f ll prox;;;;;;;;;;;
D-10-4 X24;0,74;-0,28;-0,13;eell;;;;;;;;;;;
D-10-4 X25;0,71;-0,31;-0,13;f;;;;;;;;;;;
D-10-4 X26;0,75;-0,32;-0,13;f;;;;;;;;;;;
D-10-4 X27;0,84;-0,32;-0,13;f;;;;;;;;;;;
D-10-4 X28;0,86;-0,33;-0,13;Chunk;;;;;;;;;;;
D-10-4 X29;0,68;-0,33;-0,13;f ee;;;;;;;;;;;
D-10-4 X30;0,56;-0,34;-0,13;f ll mes;;;;;;;;;;;
D-10-4 X31;0,75;-0,35;-0,13;f;Y;;;;;;;;;;
D-10-4 X32;0,45;-0,33;-0,14;f;Y;;;;;;;;;;
D-10-4 X34;0,46;-0,38;-0,13;f;;;;;;;;;;;
D-10-4 X35;0,44;-0,42;-0,12;f Chunk;Y;;;;;;;;;;
D-10-4 X36;0,99;-0,35;-0,12;f;;;;;;;;;;;
D-10-4 X37;0,73;-0,43;-0,12;f;;;;;;;;;;;
D-10-4 X38;0,64;-0,43;-0,12;eee;;;;;;;;;;;
D-10-4 X39;0,84;-0,43;-0,12;f;Y;;;;;;;;;;
D-10-4 X40;0,91;-0,41;-0,12;f;Y;;;;;;;;;;
D-10-4 X41;0,99;-0,4;-0,12;f Chunk;;;;;;;;;;;
D-10-4 X42;0,97;-0,49;-0,12;f G1;;;;;;;;;;;
D-10-4 X43;0,9;-0,51;-0,12;f ;;;;;;;;;;;
D-10-4 X44;0,61;-0,47;-0,12;f;Y;;;;;;;;;;
D-10-4 X45;0,69;-0,5;-0,12;f ll prox;Y;;;;;;;;;;
D-10-4 X46;0,68;-0,49;-0,12;f;Y;;;;;;;;;;
D-10-4 X47;0,54;-0,5;-0,12;f ll prox;Y;;;;;;;;;;
D-10-4 X48;0,82;-0,51;-0,12;f;Y;;;;;;;;;;
D-10-4 X49;0,62;-0,58;-0,12;f;;;;;;;;;;;
D-10-4 X50;0,83;-0,6;-0,12;Chunk;;;;;;;;;;;
D-10-4 X51;0,88;-0,61;-0,12;f;;;;;;;;;;;
D-10-4 X52;0,95;-0,56;-0,12;f;Y;;;;;;;;;;
D-10-4 X53;0,93;-0,53;-0,12;f;;;;;;;;;;;
D-10-4 X54;0,95;-0,62;-0,12;f half pebble;;;;;;;;;;;
D-10-4 X55;1;-0,62;-0,12;Flat core;;;;;;;;;;;
D-10-4 X56;0,56;-0,57;-0,12;f eee;;;;;;;;;;;
D-10-4 X57;0,38;-0,51;-0,12;e;;;;;;;;;;;
D-10-4 X58;0,33;-0,57;-0,12;f ;;;;;;;;;;;
D-10-4 X59;0,83;-0,61;-0,12;ee;;;;;;;;;;;
D-10-4 X60;0,03;-0,03;-0,15;eee;;;;;;;;;;;
D-10-4 X61;0,2;-0,18;-0,13;f;;;;;;;;;;;
D-10-4 X62;0,04;-0,24;-0,15;f;;;;;;;;;;;
D-10-4 X63;0,06;-0,4;-0,13;f Core;;;;;;;;;;;
D-10-4 X64;0,06;-0,4;-0,13;f;Y;;;;;;;;;;
D-10-4 X65;0,1;-0,71;-0,11;Chunk;Y;;;;;;;;;;
D-10-4 X66;0,32;-0,63;-0,11;f;Y;;;;;;;;;;
D-10-4 X67;0,05;-0,73;-0,11;f;Y;;;;;;;;;;
D-10-4 X68;0,05;-0,73;-0,11;f;Y;;;;;;;;;;
D-10-4 X69;0,84;-0,67;-0,11;f dist L2;;;;;;;;;;;
D-10-4 X70;0,89;-0,69;-0,11;f;Y;;;;;;;;;;
D-10-4 X71;0,73;-0,62;-0,11;f;Y;;;;;;;;;;
D-10-4 X72;0,78;-0,65;-0,11;f;;;;;;;;;;;
D-10-4 X73;0,6;-0,59;-0,11;eee;;;;;;;;;;;
D-10-4 X74;0,62;-0,64;-0,11;f;;;;;;;;;;;
D-10-4 X75;0,52;-0,6;-0,11;f eee;Y;;;;;;;;;;
D-10-4 X76;0,5;-0,65;-0,11;f;;;;;;;;;;;
D-10-4 X77;0,77;-0,71;-0,11;f;Y;;;;;;;;;;
D-10-4 X78;0,72;-0,72;-0,11;f;Y;;;;;;;;;;
D-10-4 X79;0,69;-0,73;-0,11;f;Y;;;;;;;;;;
D-10-4 X80;0,61;-0,73;-0,11;Chunk;;;;;;;;;;;
D-10-4 X81;0,49;-0,74;-0,11;f;Y;;;;;;;;;;
D-10-4 X82;0,47;-0,81;-0,1;eee;;;;;;;;;;;
D-10-4 X83;0,27;-0,81;-0,1;Gm lunate;;;;;;;;;;;
D-10-4 X84;0,28;-0,89;-0,1;Shatter;Y;;;;;;;;;;
D-10-4 X85;0,35;-0,89;-0,1;Shatter;Y;;;;;;;;;;
D-10-4 X86;0,59;-0,83;-0,1;f Gm lunate;Y;;;;;;;;;;
D-10-4 X87;0,76;-0,82;-0,1;f dist Crested blade;;;;;;;;;;;
D-10-4 X88;0,99;-0,77;-0,1;Prismatic microcore;;;;;;;;;;;
D-10-4 X89;0,76;-0,75;-0,1;G9;;;;;;;;;;;
D-10-4 X90;0,84;-0,76;-0,1;f ;;;;;;;;;;;
D-10-4 X91;0,89;-0,79;-0,1;f eee;;;;;;;;;;;
D-10-4 X92;0,95;-0,8;-0,1;f ll prox;;;;;;;;;;;
D-10-4 X93;0,82;-0,82;-0,1;ee;Y;;;;;;;;;;
D-10-4 X94;0,72;-0,78;-0,1;f;Y;;;;;;;;;;
D-10-4 X95;0,64;-0,78;-0,1;f;;;;;;;;;;;
D-10-4 X96;0,68;-0,78;-0,1;lll;;;;;;;;;;;
